date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:40:13	11025/11025	---M--	200	added ('OK')	image/png	etag:%222b11-5eb3d10ee23ee%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/3364491-150x150.png	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/3364491-150x150.png	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:16	50656/50656	---M--	200	added ('OK')	image/jpeg	etag:%22c5e0-5eb2007595770%22	http://167.172.80.130/wp-content/uploads/2022/10/HAA02737-683x1024.jpg	C:/Users/LeeTieens/Desktop/wedding/167.172.80.130/wp-content/uploads/2022/10/HAA02737-683x1024.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:16	12161/12161	---M--	200	added ('OK')	image/png	etag:%222f81-5eb3d3b111399%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/3364469-150x150.png	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/3364469-150x150.png	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:16	16176/16176	---M--	200	added ('OK')	image/png	etag:%223f30-5eb3d2700a34b%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/3364473-150x150.png	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/3364473-150x150.png	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:16	385235/385235	---M--	200	added ('OK')	image/jpeg	etag:%225e0d3-5eb268e36b434%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/HAA03252.jpg	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/HAA03252.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:16	63261/63261	---M--	200	added ('OK')	image/jpeg	etag:%22f71d-5ec18f7dde824%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/IMG_7811-1024x946.jpg	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/IMG_7811-1024x946.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:17	67017/67017	---M--	200	added ('OK')	image/jpeg	etag:%22105c9-5ec18fb527f6d%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/IMG_0020-1024x948.jpg	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/IMG_0020-1024x948.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:17	308196/308196	---M--	200	added ('OK')	image/jpeg	etag:%224b3e4-5eb207baa57d4%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/HAA03835.jpg	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/HAA03835.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:17	1211/1211	---M--	200	added ('OK')	image/png	etag:%224bb-5eb2012ac2470%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/rose-icon-01.png	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/rose-icon-01.png	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:17	76611/76611	---M--	200	added ('OK')	image/jpeg	etag:%2212b43-5eb20079d5667%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/HAA03530-683x1024.jpg	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/HAA03530-683x1024.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:17	66022/66022	---M--	200	added ('OK')	image/jpeg	etag:%22101e6-5eb200735062f%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/HAA02451-683x1024.jpg	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/HAA02451-683x1024.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:18	50961/50961	---M--	200	added ('OK')	image/jpeg	etag:%22c711-5eb65fb3e6678%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/HAA03119-683x1024.jpg	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/HAA03119-683x1024.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:18	73782/73782	---M--	200	added ('OK')	image/jpeg	etag:%2212036-5eb65faef4bba%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/HAA02635-683x1024.jpg	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/HAA02635-683x1024.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:18	76360/76360	---M--	200	added ('OK')	image/jpeg	etag:%2212a48-5eb660ce0d993%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/HAA03439-683x1024.jpg	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/HAA03439-683x1024.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:18	64802/64802	---M--	200	added ('OK')	image/jpeg	etag:%22fd22-5eb65fbc579dc%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/HAA02970-683x1024.jpg	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/HAA02970-683x1024.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:18	49869/49869	---M--	200	added ('OK')	image/jpeg	etag:%22c2cd-5eb20c0ffcd02%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/HAA02889-683x1024.jpg	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/HAA02889-683x1024.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:19	205594/205594	---M--	200	added ('OK')	image/jpeg	etag:%223231a-5eb20bbbfd0a5%22	https://hongduy-wedding.site/wp-content/uploads/2022/10/HAA03618-scaled.jpg	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/2022/10/HAA03618-scaled.jpg	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:19	16935/16935	---M-Z	200	added ('OK')	application/javascript	etag:%224227-5eb2005054f0e-gzip%22	https://hongduy-wedding.site/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.9.2	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/themes/astra/assets/js/minified/frontend.min2e46.js	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:19	2604/2604	---M-Z	200	added ('OK')	application/javascript	etag:%22a2c-5eb201065b88d-gzip%22	https://hongduy-wedding.site/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/tabs.min.js?ver=2.0.13	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/tabs.mine823.js	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
16:40:19	315/315	---M-Z	200	added ('OK')	application/javascript	etag:%2213b-5ec1a1022e292-gzip%22	https://hongduy-wedding.site/wp-content/uploads/uag-plugin/assets/0/uag-js-15-1666971567.js?ver=2.0.13	C:/Users/LeeTieens/Desktop/wedding/hongduy-wedding.site/wp-content/uploads/uag-plugin/assets/0/uag-js-15-1666971567e823.js	(from https://hongduy-wedding.site/?fbclid=IwAR0mkik9vwEq45RKcwO9hUO45rKsyiXfmALXiatng8Tow4t4FESIqla2Lds)
